Mes,Dia,Ano,Datos
10,11,1955,26.5
10,12,1955,22.5
10,13,1955,22.5
10,14,1955,21
10,15,1955,22.5
10,16,1955,23.5
10,17,1955,22.75
10,18,1955,21.5
10,19,1955,20.5
10,20,1955,22.5
10,21,1955,21.5
10,22,1955,21.5
10,23,1955,23
10,24,1955,21.5
10,25,1955,21.5
10,26,1955,23
10,27,1955,21.5
10,28,1955,23.5
10,29,1955,22.5
10,30,1955,27
10,31,1955,22.5
11,1,1955,21.5
11,2,1955,17.5
11,3,1955,24
11,4,1955,22.5
11,5,1955,21.6
11,6,1955,22.5
11,7,1955,22.75
11,8,1955,26.5
11,9,1955,24
11,10,1955,22.5
11,11,1955,21.5
11,12,1955,23.5
11,13,1955,22
11,14,1955,23
11,15,1955,23.5
11,16,1955,22.5
11,17,1955,22.5
11,18,1955,21.5
11,19,1955,21.5
11,20,1955,23.25
11,21,1955,21
11,22,1955,21
11,23,1955,21
11,24,1955,21
11,25,1955,23.25
11,26,1955,22
11,27,1955,22.5
11,28,1955,21.5
11,29,1955,22
11,30,1955,23
12,1,1955,21
12,2,1955,20.5
12,3,1955,23
12,4,1955,23
12,5,1955,22.5
12,6,1955,23.5
12,7,1955,22.5
12,8,1955,21
12,9,1955,20.5
12,10,1955,23
12,11,1955,19
12,12,1955,20.5
12,13,1955,19.5
12,14,1955,21
12,15,1955,19.75
12,16,1955,21.5
12,17,1955,21
12,18,1955,21.5
12,19,1955,22
12,20,1955,22
12,21,1955,21.75
12,22,1955,21.75
12,23,1955,25
12,24,1955,22.5
12,25,1955,20.5
12,26,1955,21
12,27,1955,22.5
12,28,1955,21.5
12,29,1955,22
12,30,1955,22.5
12,31,1955,21.5
1,1,1956,21.5
1,2,1956,22.5
1,3,1956,23.5
1,4,1956,21
1,5,1956,22.5
1,6,1956,21
1,7,1956,22
1,8,1956,22
1,9,1956,22.5
1,10,1956,22.5
1,11,1956,20.5
1,12,1956,22.5
1,13,1956,21
1,14,1956,22
1,15,1956,23
1,16,1956,22.5
1,17,1956,23
1,18,1956,22.75
1,19,1956,23.5
1,20,1956,23.5
1,21,1956,22
1,22,1956,22
1,23,1956,22
1,24,1956,22.75
1,25,1956,23
1,26,1956,25.5
1,27,1956,24.5
1,28,1956,22.5
1,29,1956,21.5
1,30,1956,22.5
1,31,1956,21.5
2,1,1956,22
2,2,1956,20.5
2,3,1956,22.5
2,4,1956,23.5
2,5,1956,22.5
2,6,1956,21
2,7,1956,22.5
2,8,1956,21.5
2,9,1956,23
2,10,1956,23
2,11,1956,23
2,12,1956,22
2,13,1956,26
2,14,1956,23.5
2,15,1956,22
2,16,1956,22
2,17,1956,23.5
2,18,1956,23.5
2,19,1956,22.5
2,20,1956,22.5
2,21,1956,22.5
2,22,1956,21.5
2,23,1956,21
2,24,1956,21
2,25,1956,22.5
2,26,1956,22.5
2,27,1956,22.5
2,28,1956,21.5
2,29,1956,21.5
3,1,1956,22.5
3,2,1956,22.5
3,3,1956,21
3,4,1956,21
3,5,1956,21.5
3,6,1956,23
3,7,1956,22.5
3,8,1956,23
3,9,1956,22
3,10,1956,21
3,11,1956,22.75
3,12,1956,24.5
3,13,1956,21.75
3,14,1956,21.5
3,15,1956,20.5
3,16,1956,22
3,17,1956,22.5
3,18,1956,21.5
3,19,1956,23
3,20,1956,23
3,21,1956,21.5
3,22,1956,21.5
3,23,1956,23
3,24,1956,22
3,25,1956,23
3,26,1956,24
3,27,1956,22
3,28,1956,26
3,29,1956,27
3,30,1956,23
3,31,1956,23
4,1,1956,22
4,2,1956,21.5
4,3,1956,23.5
4,4,1956,23.5
4,5,1956,22
4,6,1956,22.25
4,7,1956,26
4,8,1956,23.5
4,9,1956,22.55
4,10,1956,21.5
4,11,1956,21.5
4,12,1956,22.5
4,13,1956,23
4,14,1956,23.5
4,15,1956,22
4,16,1956,22
4,17,1956,23
4,18,1956,24
4,19,1956,23
4,20,1956,23
4,21,1956,23
4,22,1956,22
4,23,1956,22
4,24,1956,25.5
4,25,1956,23.5
4,26,1956,22.5
4,27,1956,22.5
4,28,1956,22
4,29,1956,23
4,30,1956,22.25
5,1,1956,26.5
5,2,1956,28.5
5,3,1956,26.25
5,4,1956,27.5
5,5,1956,27.5
5,6,1956,29
5,7,1956,25.5
5,8,1956,24
5,9,1956,25.5
5,10,1956,25
5,11,1956,25
5,12,1956,26
5,13,1956,28
5,14,1956,24.75
5,15,1956,26.5
5,16,1956,27.5
5,17,1956,24.5
5,18,1956,27.5
5,19,1956,28
5,20,1956,26
5,21,1956,25.5
5,22,1956,26
5,23,1956,26.5
5,24,1956,27
5,25,1956,26
5,26,1956,21.5
5,27,1956,24
5,28,1956,25
5,29,1956,25
5,30,1956,25
5,31,1956,23.5
6,1,1956,22.5
6,2,1956,22.5
6,3,1956,23.5
6,4,1956,22.5
6,5,1956,22.5
6,6,1956,22
6,7,1956,24
6,8,1956,23.5
6,9,1956,22.5
6,10,1956,23.5
6,11,1956,22
6,12,1956,22
6,13,1956,23
6,14,1956,21
6,15,1956,21.5
6,16,1956,22.5
6,17,1956,22.25
6,18,1956,21.5
6,19,1956,22.5
6,20,1956,21.5
6,21,1956,21.5
6,22,1956,22.5
6,23,1956,22.5
6,24,1956,22.5
6,25,1956,22.75
6,26,1956,22.5
6,27,1956,21
6,28,1956,22.25
6,29,1956,21.75
6,30,1956,22
7,1,1956,22.5
7,2,1956,22.5
7,3,1956,22.25
7,4,1956,21.5
7,5,1956,22.5
7,6,1956,23
7,7,1956,24.5
7,8,1956,22.5
7,9,1956,22.5
7,10,1956,22.5
7,11,1956,23.5
7,12,1956,23
7,13,1956,22
7,14,1956,22
7,15,1956,22
7,16,1956,22.3
7,17,1956,23
7,18,1956,24
7,19,1956,21.5
7,20,1956,22.5
7,21,1956,21.5
7,22,1956,22.2
7,23,1956,22
7,24,1956,22.5
7,25,1956,22.5
7,26,1956,21.6
7,27,1956,23
7,28,1956,21.5
7,29,1956,22.5
7,30,1956,21
7,31,1956,22
8,1,1956,21.5
8,2,1956,22.5
8,3,1956,23.5
8,4,1956,21.5
8,5,1956,25.5
8,6,1956,23.5
8,7,1956,22.5
8,8,1956,22
8,9,1956,22
8,10,1956,22
8,11,1956,22
8,12,1956,23
8,13,1956,23
8,14,1956,22.5
8,15,1956,22.5
8,16,1956,22.5
8,17,1956,21.5
8,18,1956,22
8,19,1956,23
8,20,1956,23
8,21,1956,22
8,22,1956,22
8,23,1956,23
8,24,1956,22
8,25,1956,23.25
8,26,1956,21.5
8,27,1956,23.5
8,28,1956,23
8,29,1956,22
8,30,1956,24
8,31,1956,22.5
9,1,1956,22.5
9,2,1956,22.5
9,3,1956,23
9,4,1956,24.5
9,5,1956,23
9,6,1956,22
9,7,1956,21.75
9,8,1956,23.5
9,9,1956,23
9,10,1956,23.5
9,11,1956,24
9,12,1956,22.5
9,13,1956,21.5
9,14,1956,23
9,15,1956,24
9,16,1956,23
9,17,1956,22.5
9,18,1956,24.5
9,19,1956,24
9,20,1956,23
9,21,1956,22
9,22,1956,22.25
9,23,1956,22
9,24,1956,21.5
9,25,1956,22
9,26,1956,23.25
9,27,1956,22.5
9,28,1956,23.25
9,29,1956,23
9,30,1956,22
10,1,1956,22.5
10,2,1956,22.5
10,3,1956,22.5
10,4,1956,24
10,5,1956,23
10,6,1956,23
10,7,1956,23
10,8,1956,22
10,9,1956,22
10,10,1956,25
10,11,1956,23.5
10,12,1956,26.5
10,13,1956,23
10,14,1956,22.5
10,15,1956,23
10,16,1956,23
10,17,1956,22
10,18,1956,23
10,19,1956,23
10,20,1956,23.5
10,21,1956,23
10,22,1956,23
10,23,1956,23
10,24,1956,23.5
10,25,1956,22
10,26,1956,22
10,27,1956,23
10,28,1956,22
10,29,1956,23
10,30,1956,24.5
10,31,1956,23.5
11,1,1956,22
11,2,1956,23.5
11,3,1956,25.5
11,4,1956,23
11,5,1956,21.5
11,6,1956,22.5
11,7,1956,23.5
11,8,1956,22.5
11,9,1956,23.5
11,10,1956,24
11,11,1956,23
11,12,1956,23
11,13,1956,23
11,14,1956,24
11,15,1956,23
11,16,1956,23
11,17,1956,22.75
11,18,1956,22.5
11,19,1956,22.5
11,20,1956,22.5
11,21,1956,22.5
11,22,1956,23
11,23,1956,23
11,24,1956,22.5
11,25,1956,25.5
11,26,1956,23
11,27,1956,21.5
11,28,1956,23
11,29,1956,26.5
11,30,1956,23
12,1,1956,22.5
12,2,1956,23
12,3,1956,23
12,4,1956,23
12,5,1956,23
12,6,1956,24
12,7,1956,23
12,8,1956,23
12,9,1956,25.5
12,10,1956,22.5
12,11,1956,23
12,12,1956,22.25
12,13,1956,22
12,14,1956,23
12,15,1956,27
12,16,1956,22.75
12,17,1956,22.5
12,18,1956,21
12,19,1956,22
12,20,1956,22.5
12,21,1956,23.25
12,22,1956,23
12,23,1956,22
12,24,1956,24
12,25,1956,22.5
12,26,1956,23.5
12,27,1956,22.5
12,28,1956,23.25
12,29,1956,22
12,30,1956,23
12,31,1956,22
1,1,1957,23.5
1,2,1957,23.5
1,3,1957,22
1,4,1957,22
1,5,1957,18.5
1,6,1957,22.5
1,7,1957,23.75
1,8,1957,25.5
1,9,1957,24
1,10,1957,22
1,11,1957,22.5
1,12,1957,22.5
1,13,1957,22.5
1,14,1957,22.5
1,15,1957,27
1,16,1957,23
1,17,1957,23
1,18,1957,22.75
1,19,1957,23.5
1,20,1957,22.5
1,21,1957,22.5
1,22,1957,22.5
1,23,1957,22.5
1,24,1957,26
1,25,1957,23.5
1,26,1957,26.5
1,27,1957,24
1,28,1957,23
1,29,1957,22
1,30,1957,22
1,31,1957,22.5
2,1,1957,22
2,2,1957,23
2,3,1957,25.5
2,4,1957,25
2,5,1957,23.5
2,6,1957,22.5
2,7,1957,23.5
2,8,1957,22
2,9,1957,22
2,10,1957,23.5
2,11,1957,24
2,12,1957,23.5
2,13,1957,23
2,14,1957,23.75
2,15,1957,23
2,16,1957,23
2,17,1957,23
2,18,1957,25.5
2,19,1957,23.5
2,20,1957,25.5
2,21,1957,23
2,22,1957,23
2,23,1957,23.5
2,24,1957,23.25
2,25,1957,23
2,26,1957,24.5
2,27,1957,23
2,28,1957,24.5
3,1,1957,20.5
3,2,1957,20.5
3,3,1957,21.5
3,4,1957,22
3,5,1957,22
3,6,1957,23
3,7,1957,20.5
3,8,1957,20.5
3,9,1957,20.5
3,10,1957,20.5
3,11,1957,21.5
3,12,1957,21.5
3,13,1957,20
3,14,1957,21.5
3,15,1957,20
3,16,1957,21
3,17,1957,21.5
3,18,1957,19.5
3,19,1957,22
3,20,1957,21
3,21,1957,22.5
3,22,1957,22
3,23,1957,19.5
3,24,1957,21.5
3,25,1957,22.5
3,26,1957,19.5
3,27,1957,20
3,28,1957,21.5
3,29,1957,20.5
3,30,1957,19
3,31,1957,21
4,1,1957,21
4,2,1957,22
4,3,1957,23
4,4,1957,23.5
4,5,1957,26
4,6,1957,26
4,7,1957,23.5
4,8,1957,26
4,9,1957,23.5
4,10,1957,21.5
4,11,1957,25.5
4,12,1957,24.5
4,13,1957,23.5
4,14,1957,22.5
4,15,1957,27
4,16,1957,23.5
4,17,1957,26.5
4,18,1957,26.5
4,19,1957,23
4,20,1957,24.5
4,21,1957,23
4,22,1957,26
4,23,1957,23.5
4,24,1957,26.75
4,25,1957,25.5
4,26,1957,24.5
4,27,1957,26
4,28,1957,26
4,29,1957,26.5
4,30,1957,27
5,1,1957,21.5
5,2,1957,23
5,3,1957,26
5,4,1957,25
5,5,1957,24.5
5,6,1957,23
5,7,1957,23
5,8,1957,23
5,9,1957,23.5
5,10,1957,22.5
5,11,1957,26
5,12,1957,25.5
5,13,1957,27
5,14,1957,25.5
5,15,1957,24
5,16,1957,24.5
5,17,1957,22.5
5,18,1957,23.5
5,19,1957,24
5,20,1957,19.75
5,21,1957,22
5,22,1957,23
5,23,1957,26
5,24,1957,26
5,25,1957,22
5,26,1957,23
5,27,1957,24
5,28,1957,23.5
5,29,1957,26.5
5,30,1957,23.5
5,31,1957,23
6,1,1957,22
6,2,1957,23.5
6,3,1957,24
6,4,1957,22
6,5,1957,22
6,6,1957,23.5
6,7,1957,23.5
6,8,1957,23.5
6,9,1957,25
6,10,1957,22
6,11,1957,23.5
6,12,1957,22.5
6,13,1957,22.5
6,14,1957,23
6,15,1957,23
6,16,1957,23
6,17,1957,22
6,18,1957,23.5
6,19,1957,22
6,20,1957,22.5
6,21,1957,22.5
6,22,1957,25.5
6,23,1957,23
6,24,1957,23
6,25,1957,23
6,26,1957,18
6,27,1957,23
6,28,1957,23
6,29,1957,22.5
6,30,1957,23
7,1,1957,23.5
7,2,1957,22.5
7,3,1957,22.5
7,4,1957,23
7,5,1957,26
7,6,1957,22.25
7,7,1957,22.5
7,8,1957,18.5
7,9,1957,22.5
7,10,1957,25
7,11,1957,23
7,12,1957,22
7,13,1957,22.5
7,14,1957,24
7,15,1957,25.25
7,16,1957,23.75
7,17,1957,24.75
7,18,1957,23.5
7,19,1957,23.5
7,20,1957,22
7,21,1957,23
7,22,1957,24.25
7,23,1957,22.5
7,24,1957,23
7,25,1957,23
7,26,1957,20.5
7,27,1957,23.25
7,28,1957,23.25
7,29,1957,22
7,30,1957,22.5
7,31,1957,22.5
8,1,1957,23.5
8,2,1957,23
8,3,1957,23
8,4,1957,22
8,5,1957,22.75
8,6,1957,21
8,7,1957,23.5
8,8,1957,22.5
8,9,1957,23
8,10,1957,23.5
8,11,1957,24.25
8,12,1957,23.5
8,13,1957,26
8,14,1957,25.5
8,15,1957,23
8,16,1957,23
8,17,1957,23.75
8,18,1957,24
8,19,1957,23.5
8,20,1957,25.5
8,21,1957,22
8,22,1957,23
8,23,1957,23.5
8,24,1957,25
8,25,1957,22.5
8,26,1957,22.5
8,27,1957,22.5
8,28,1957,23
8,29,1957,23.5
8,30,1957,22.5
8,31,1957,null
9,1,1957,null
9,2,1957,null
9,3,1957,null
9,4,1957,null
9,5,1957,null
9,6,1957,null
9,7,1957,null
9,8,1957,null
9,9,1957,null
9,10,1957,null
9,11,1957,null
9,12,1957,null
9,13,1957,null
9,14,1957,null
9,15,1957,null
9,16,1957,null
9,17,1957,null
9,18,1957,null
9,19,1957,null
9,20,1957,null
9,21,1957,null
9,22,1957,null
9,23,1957,null
9,24,1957,null
9,25,1957,null
9,26,1957,null
9,27,1957,null
